,Name,Dia Chi,Phone,Website,Province/City
236,Công Ty TNHH MTV Dịch Vụ Vận Tải Xuân Sáu Anh,"Số 28D2A, Thống Nhất, TX Dĩ An, Tỉnh Bình Dương",0933 65 1128 - 0907 300 900,http://www.xecauxuansauanh.vn,Bình Dương
237,Công Ty Cổ Phần Thương Mại Và Đào Tạo Tin Học Long Thành,"Lầu 12, Khu B, IndoChina Park Tower, 04 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1, TP. Hồ Chí Minh  VP Cần Thơ: Tòa Nhà Bitis Tại 86 Nguyễn Trãi, P. Cái Khế, Q. Ninh Kiều, TP. Cần Thơ  VP HN: Tầng 3, 134 Mai Anh Tuấn, P. Ô Ch�",(08) 22022202,http://www.thuexegiare.net,P. Ô Ch�
238,Công Ty TNHH Du Lịch Lửa Việt,"677 Trần Hưng Đạo, P.1, Q.5, TP.HCM",02839232148,https://www.luavietours.com/,
239,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch & Hành Hương Quốc Tế Sukha Travel,"171/10 Quốc Lộ 1A, KP. 3, P. Bình Chiểu, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM) , Việt Nam",(08) 62725444,http://sukhatravel.com/,Việt Nam
240,Khách Sạn Phụng Hồng,"43 (1B Cũ) Bùi Thị Xuân, Phường 2, Tp. Đà Lạt",(063) 3834410,http://khachsanphunghongdalat.com,Đà Lạt
241,Công Ty TNHH Thương Mại Dịch Vụ Nam Việt,"95 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh",(028) 38272055,http://namvietagent.com,Hồ Chí Minh
242,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Hải Minh Nha Trang,"59A Lê Thành Phương, Phương Xài, Tp. Nha Trang, Khánh Hòa","0903 506 907, 0935 429 549",http://dulichhaiminh.vn,Khánh Hòa
243,"Phong Nha Locals Travel & Transport Co., Ltd","1 Trường Pháp, Đồng Hới, Quảng Bình",0932 465 127,http://phongnhalocals.com,Quảng Bình
244,Công Ty TNHH Khang Việt Travel,"Số 328/26 Ấp Phước Yên A, X. Phú Quới, H. Long Hồ, Vĩnh Long",(070) 3503693,http://khangviettravel.com.vn,Vĩnh Long
245,Công Ty Cổ Phần Dịch Vụ Du Lịch Châu Á Toàn Cầu,"O6 Quang Trung, Phường 11, Quận Gò Vấp, Tp. Hồ Chí Minh","0901 944 826, 0901 472 492",http://agtravel.com.vn,Hồ Chí Minh
246,Công Ty Cổ Phần Du Lịch Và Thương Mại Mặt Trời Việt,"211/13 Nguyễn Văn Linh. P Hưng Lợi. Q Ninh Kiều, TP. Cần Thơ",(0292) 3783022,http://vietsuncantho.com,Cần Thơ
247,Công Ty TNHH Một Thành Viên Dịch Vụ Vận Tải Lam Đạt,"42/13C Tân Thới Nhất 5, Khu phố 7, Phường Tân Thới Nhất, Quận 12, TP. Hồ Chí Minh (TPHCM)","(028) 38832293, 0977.676.366",http://vantailamdat.com,Hồ Chí Minh
248,Công Ty TNHH Lý Vĩnh,"131/11 Tô Hiến Thành, Phường 13, Quận 10, TP. Hồ Chí Minh",0982 107 949,http://lyvinh.vn,Hồ Chí Minh
249,Công Ty TNHH Du Lịch Tuấn Linh,"Phòng 509, Tòa Nhà 15T2, 18 Tam Trinh, Q. Hai Bà Trưng, Tp. Hà Nội (TPHN)","(024) 62768855, 0913 505 609",http://thue-xe.com,Hà Nội
250,Dịch Vụ Cho Thuê Xe Máy Tại Tuy Hòa Phú Yên,"24 Trần Bình Trọng, P. 3, Tuy Hòa, Phú Yên",0166 666 1221,http://chothuexemayotaituyhoaphuyen.com,Phú Yên
251,CÔNG TY TNHH PHÁT TRIỂN DỊCH VỤ THƯƠNG MẠI HOÀNG GIA,"81 Lê Văn Lương, Thanh Xuân, Tp.Hà Nội",0975.060.368,http://xeototulai.com,Hà Nội
252,Công Ty TNHH Vận Tải & Du Lịch Hồ Lộc,"68 Văn Cao, Q. Thanh Khê, Tp. Đà Nẵng",(0511) 3655220,http://holoctravel.com,Đà Nẵng
253,Công Ty Cổ Phần Du Lịch Và Vận Tải DNT,"Số 22, Ngõ 322E, Lê Trọng Tấn, P. Khương Mai, Q. Thanh Xuân, Hà Nội  VPGD: 25 Nguyễn Viết Xuân, P. Khương Mai, Q. Thanh Xuân, Hà Nội","(04) 35666722, 35666466",http://thuexedulich24h.vn,Hà Nội
254,Công Ty Cổ Phần Thương Mại Và Du Lịch Sơn Hà,"Số 5, Lô 1B, Vũ Phạm Hàm, Quận Cầu Giấy, Tp. Hà Nội",(04) 39430114,http://www.shbay.vn,Hà Nội
255,Công Ty Cổ Phần Công Nghệ DiDi Việt Nam,"Ô 19, lô 1.A.I.2 - N02 Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội.","(04) 35266666, (04) 39919919",https://didivietnam.vn/,Hà Nội
256,Công Ty TNHH Thương Mại Du Lịch Đất Chín Rồng,"P1 Đường Số 7, KĐT Mới Hưng Phú, P. Hưng Thạnh, Q Cái Răng, Tp. Cần Thơ","(0292) 3969698, 0939 595 107",http://datchinrongtravel.com,Cần Thơ
257,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Tình Bạn Việt,"119 Phạm Cự Lượng, P. An Hải Đông, Q. Sơn Trà, TP. Đà Nẵng","(0511) 3824499, 3825597",http://www.friendlytours.com.vn,Đà Nẵng
258,Cứu Hộ Lâm Đồng,"79A Hai Bà Trưng, Phường 6, Đà Lạt, Lâm Đồng",(063) 3911967,http://cuuho.thegioixeoto.com,Lâm Đồng
259,Công Ty TNHH MTV Thương Mại Và Dịch Vụ Dũng Âu,"67/2 Phan Đăng Lưu, Q. Ninh Kiều, TP. Cần Thơ",0918 624 541,,Cần Thơ
260,Công Ty TNHH Asia Destination,"50 Yersin, P.Phương Sài, Tp. Nha Trang, Khánh Hòa",(058) 3820120,http://www.asiadestination.vn,Khánh Hòa
261,Công Ty TNHH Du Lịch Và Thương Mại ANNAM,"Số 142, Ngõ 29 Tổ 4, Phố Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội (TP.HN)",(024) 37676423,http://annamtravel.com.vn,Hà Nội
262,Công Ty TNHH Đại Đoàn Kết,"52 Hàng Bài, Hoàn Kiếm, Hà Nội",(04) 39381550,http://huonganhtour.vn,Hà Nội
263,Công Ty Cổ Phần Thương Mại & Hợp Tác Quốc Tế Đất Mới,"Tầng 10, Tòa Nhà Viwaseen, Số 48 Tố Hữu, P. Trung Văn, Q. Nam Từ Liêm, Tp Hà Nội (TPHN)","02466733377, 0983003317",http://flytime.vn/,Hà Nội
264,Công Ty TNHH Vận Tải Và Du Lịch Anh Vũ,"973 Ngô Gia Tự , Tổ 10, P. Đức Giang, Q. Long Biên, TP Hà Nội (TPHN)","(024) 66883315, 0982.573.898",http//xeanhvu.com,Hà Nội
265,Công Ty TNHH Thương Mại Du Lịch Nam Long,"29 Đoàn Trần Nghiệp, Vĩnh Phước, Nha Trang, Khánh Hoà","(058) 3540055, 3706181, 3526166",http://namlong.com.vn,Khánh Hoà
266,Công Ty TNHH Thương Mại Và Du Lịch Hoàng Nhựt,"317 Phan Đình Phùng, P. 15, Q. Phú Nhận, Tp. Hồ Chí Minh  CN: 366 Tân Sơn Nhì, P.nTân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh","0908 286 464, 0908 387 875",http://hoangnhut.com,Hồ Chí Minh
267,Công Ty TNHH TM - DV Vận Tải Thiên Phát,"1/6 Võ Văn Ngân, KP2, P.Linh Chiểu, Q.Thủ Đức, TP Hồ Chí Minh (TPHCM)",0936 992 667,http://xecauthienphat.com,Hồ Chí Minh
268,Công Ty Cổ Phần Du lịch Văn Lang,"Số 292 K5, Đường Phú Lợi, P. Phú Hoà, Tp. Thủ Dầu Một, Bình Dương",(061) 3824268,,Bình Dương
269,Công Ty TNHH MTV Dịch Vụ Du Lịch Đảo Ngọc Kim Cương,"Tổ 3, Đường Phan Đình Phùng, KP1, TT Dương Đông, Phú Quốc, Kiên Giang",(077) 3992325,http://tourphuquocvn.com,Kiên Giang
270,Khách Sạn Thành Đại Nam,"Khu Phố 1, P. Hiệp An, Tp. Thủ Dầu Một, Bình Dương","(0650) 3845678, 3896389, 3891389",http://laccanhdainamvanhien.vn,Bình Dương
271,Công Ty TNHH TMDV Ô Tô Vạn An,"P507 - E5 Thành Công,Ba Đình, Hà Nội",0989403456,http://thuexevanan.com,Hà Nội
272,Công Ty Cổ Phần Vận Tải Du Lịch Hưng Long,"Số 338 Trần Khát Chân, Q. Hai Bà Trưng, Tp.Hà Nội",(024) 36889889,http://hunglongtravel.com.vn,Hà Nội
273,Công Ty TNHH Du Lịch Phú Thọ Xanh,"457 Minh Phụng, P. 10, Q. 11, Tp. Hồ Chí Minh","(08) 39637041, 39637042, 22121447",http://phuthoxanhtourist.vn,Hồ Chí Minh
274,Dịch Vụ Cho Thuê Xe Du Lịch Hồ Chí Minh,"482 Điện Biên Phủ, P. 11, Q. 10, Tp. Hồ Chí Minh  VP: Đưởng Số 5, P. Bình Trị Đông, Q. Bình Tân, Tp. Hồ Chí Minh",(08) 66819666,http://thuexehcm.net,Hồ Chí Minh
275,Công Ty TNHH Vận Tải Quốc Tế Thái Phát,"26F/1 Lê Quốc Hưng, Phường 12, Quận 4, Tp. Hồ Chí Minh","(08) 38262676, 38262236",http://tptravelvietnam.com,Hồ Chí Minh
276,Công Ty TNHH Dịch Vụ Du Lịch Nam Nhật Tân,"22/25/11 Thống Nhất (48/7/14 Đường số 1), P. 16, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)","(028) 22443316, 0919.040.843", http://www.namnhattan.znn.vn,Hồ Chí Minh
277,Công Ty Du Lịch Hoa Sen Châu Á,"C11/33 Phạm Hùng, Bình Hưng, Bình Chánh, Tp. Hồ Chí Minh",(08) 37581056,http://hoasenchaua.com,Hồ Chí Minh
278,Trung Tâm Điều Hành Hướng Dẫn Du Lịch - Công Ty CP Du Lịch Hải Phòng,"15 Lê Đại Hành, Q. Hồng Bàng, Tp. Hải Phòng",(031) 3842989,http://haiphongtravel.com,Hải Phòng
279,Công Ty TNHH Cho Thuê Xe Cần Thơ,"14 Trần Văn Hoài, P. Xuân Khánh, Q. Ninh Kiều, TP. Cần Thơ",(0292) 3768472,,Cần Thơ
280,Công Ty TNHH Thương Mại Vận Tải Và Du Lịch Phương Đông,"68 Phạn Hồng Thái, TP. Thanh Hóa, Thanh Hóa","(037) 3723899, 0979 452 456",,Thanh Hóa
281,Khách Sạn Phương Huy 1 Đà Lạt,"125-127 Bùi Thị Xuân, P. 2, Tp. Đà Lạt, Lâm Đồng","(063) 3588567, 3614567",http://www.phuonghuyhotel.com,Lâm Đồng
282,Công Ty TNHH Vận Tải Du Lịch Minh Hoàng,"Số 10, P. Đông Hải, TP. Đồng Hới, Quảng Bình",(0232) 3856568,http://thuexequangbinh.com,Quảng Bình
283,Cửu Long Phú Quốc Resort,"Trần Hưng Đạo Nối Dài, Dương Tơ, Phú Quốc, Tỉnh Kiên Giang","(0297) 3994833, 3994823",http://cuulongphuquocresort.com,Kiên Giang
284,Công Ty Cổ Phần Bigbigtrans,"Phòng 407-408, lầu 4 Tòa nhà HảI Âu 39D Trường Sơn, P.4, Q. Tân Bình Tp. Hồ Chí Minh",(028) 22450751,http://bigbigtrans.com,Hồ Chí Minh
285,Công Ty TNHH Xây Dựng Dịch Vụ Du Lịch Khám Phá Việt,"143A Ung Văn Khiêm, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh","(08) 66732363, 62584973",http://khamphaviet.com,Hồ Chí Minh
286,Công Ty TNHH Thương Mại Đầu Tư Du Lịch Tín Việt,"260APhan Văn Hớn, KP.6, P.Tân Thới Nhất, Quận 12, Tp. Hồ Chí Minh",(08) 35923473,http://tinviettravel.com.vn,Hồ Chí Minh
287,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Hoa Việt,"818/53B Nguyễn Kiệm, P. 3, Q. Gò Vấp, Tp. Hồ Chí Minh","(08) 35880357, 22406822",http://hoaviettour.com,Hồ Chí Minh
288,Công Ty TNHH Nắng Đà Nẵng,"83 Đinh Công Trứ, Sơn Trà, Tp. Đà Nẵng",(0511) 3991917,http://dulichnangdanang.com,Đà Nẵng
289,Công Ty TNHH TIENHOAICOM,"Số 515 Trần Khát Chân, Phố Huế, Q. Hai Bà Trưng, Hà Nội",(04) 65554999,http://thtravel.com.vn,Hà Nội
290,Công Ty TNHH MTV Dịch Vụ Vận Tải Quốc Tế Hoàng Nguyễn,"140 Đường DC11, P. Sơn Kỳ, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)","(028) 38165565, 0916 303 082",http://thuexe24g.vn,Hồ Chí Minh
291,Công Ty TNHH TM  DV Du Lịch Hoàng Hải,"Số 53, ngõ Thống Nhất, phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Tp Hà Nội (TPHN)",(024) 38694567,http://dulichhoanghai.com,Hà Nội
292,Công Ty TNHH Thương Mại & Dịch Vụ Du Lịch Kỳ Quan Việt,"Số 23,  Phố Tống Duy Tân, Q. Hoàn Kiếm, Hà Nội","(04) 39328771, 39382112",http://leadtravel.vn/,Hà Nội
293,Công Ty Cổ Phần Du Lịch Thanh Niên Xung Phong (V.Y.C),"178 - 180 Nguyễn Cư Trinh, Q. 1, Tp. Hồ Chí Minh","(08) 38368899, 38368989",http://vcytravel.com,Hồ Chí Minh
294,Công Ty TNHH Cổng Du Lịch Việt,"388 Lê Văn Thọ, P. 16, Q. Gò Vấp, Tp. Hồ Chí Minh",1900555576,http://gatetravel.vn,Hồ Chí Minh
295,Công Ty TNHH Du Lịch Hoa Phượng Tím,"17 Bà Triệu, Phường 3, Đà Lạt, Lâm Đồng",0973 055 948,http://dulichdalatonline.com,Lâm Đồng
296,Công Ty TNHH MTV Thương Mại Dịch Vụ Du Lịch Kỳ Nghỉ Việt,"607C, Chung Cư Mỹ Thuận, Đường An Dương Vương, P16, Q8, Tp. Hồ Chí Minh",(08) 22290588	,http://www.tovietnamholidays.com,Hồ Chí Minh
297,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Quốc Khải,"27 Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh","(08) 38493127, 38493128",,Hồ Chí Minh
298,Công Ty TNHH Du Lịch Và Giải Trí Phú An - Great Lavita,"164 Hoàng Hoa Thám, Tây Hồ, Tp. Hà Nội",(04) 36417686,http://livetravelcorp.com,Hà Nội
299,Công Ty TNHH Một Thành Viên Công Nghệ Số Tân Minh Long,"130/19A Hồng Lạc, P. 11, Q. Tân Bình, Tp. Hồ Chí Minh","(08) 39717991, 3971995",,Hồ Chí Minh
300,Công Ty TNHH Du Lịch Nam Phúc,"3/55/96 Phố Thượng Thanh, Q. Long Biên, Hà Nội  VPDD: Số 178, Nguyễn Văn Cừ, Q. Long Biên, Hà Nội",0243.655.6466,http://www.namphuctourist.vn,Hà Nội
301,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Việt An,"79B Nguyễn Bỉnh Khiêm, P. 1, Q. Gò Vấp, Tp. Hồ Chí Minh","(08) 35886461, 35886391",http://www.vietantravel.com,Hồ Chí Minh
302,Công Ty TNHH Du Lịch Hải Phát,"Quốc Lộ 60, Khóm 5, Phường 8, TP Trà Vinh, T. Trà Vinh",(0294) 3865898,http://haiphattourist.com,Trà Vinh
303,New Sun Phu Quoc Hotel - Khách Sạn New Sun Phú Quốc,"101 Trần Hưng Đạo, TT. Dương Đông, Phú Quốc, Kiên Giang",(077) 3996941,http://newsunphuquochotel.com,Kiên Giang
304,Doanh Nghiệp Tư Nhân Cho Thuê Xe Du Lịch Dũng Tâm,"Số 29 Lê Thành Phương, P. 2, Tp.Tuy Hòa, Phú Yên","0979 042 708, 093 5920 056",,Phú Yên
305,Công Ty TNHH MTV Du Lịch Và Thương Mại Tinh Hoa,"138 Đường 17A, P. Bình Trị Đông B, Q. Bình Tân, Tp. Hồ Chí Minh","(08) 36083608, 62601628",http://tinhhoatravel.com,Hồ Chí Minh
306,Công Ty TNHH HT Việt Nam Travel,"231, đường TTH7, Phường Tân Thới Hiệp, Quận 12, TPHCM",(028) 37170673,http://dulichht.vn/,
307,Công Ty Cổ Phần Phát Triển Thương Mại & Du Lịch Quốc Tế Ngôi Sao,"162B Đội Cấn, Q. Ba Đình, Hà Nội","(04) 37222373, 38230230",http://hanoistartour.vn,Hà Nội
308,Công Ty TNHH Dịch Vụ Vận Tải Hoàng Phú,"686 Nguyễn Văn Cừ, Long Biên, Tp. Hà Nội (TPHN)",(024) 38772236,http://thuexehn.com,Hà Nội
309,Công Ty Cổ Phần Thương Mại Du Lịch Vận Tải Bình Minh,"111 Chu Văn An, Phường 26, Quận Bình Thạnh, Tp. Hồ Chí Minh",(08) 35511809,http://binhminhtour.com,Hồ Chí Minh
310,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Nguyên Khang,"09 Phan Châu Trinh, Tp. Hội An, Quảng Nam","(0510) 3919293, 3919778",http://hoianexpress.com.vn,Quảng Nam
311,Công Ty TNHH Thương Mại Vầ Dịch Vụ Du Lịch Việt Thái,"42/2 Phạm Văn Chiêu, P. 9, Q. Gò Vấp, Tp. Hồ Chí Minh","(08) 39165336, 39165337, 39165338",http://vietthaitravel.com,Hồ Chí Minh
312,Công Ty TNHH Du Lịch Việt Nam 24h,"171 Đinh Bộ Lĩnh, P. 26, Quận Bình Thạnh, Tp. Hồ Chí Minh",(08) 66819592,http://www.dulichvietnam24h.org,Hồ Chí Minh
313,Công Ty TNHH Đầu Tư Thương Mại Và Du Lịch Hoa Mai,"Số 9, Ngõ 92, Nguyễn Khánh Toàn, Q. Cầu Giấy, TP Hà Nội (TPHN)","(024) 37567345, 098.444.8158",http://hoamaitour.vn,Hà Nội
314,CÔNG TY TNHH DU LỊCH PHÚ SĨ,"70 Nguyễn Háo Vĩnh, Phường Tân Quý, Quận Tân Phú, TP.HCM",(028) 3602 3147 - 3602 3157,http://phusitravel.com/,
315,Công Ty TNHH MTV Thương Mại Dịch Vụ Vận Tải Khang Tường,"Tp. Thủ Dầu Một, Bình Dương",0915979878,,Bình Dương
316,Công ty TNHH Dịch Vụ Thường Mại Và Sản Xuất Đức Phúc,"Đư. Võ Cường 17 , Khu Đô Thị HUD, P. Võ Cường, TP. Bắc Ninh, Bắc Ninh",0982 098 850,,Bắc Ninh
317,Công Ty TNHH Vận Tải Du Lịch Và Thương Mại Vũ Khoa,"Số 7 Vũ Văn Dũng, Phường An Hải Tây, Q. Sơn Trà, Tp. Đà Nẵng",(0511) 3550044,http://thuexedanang.com.vn,Đà Nẵng
318,Công Ty CPThương Mại Vận Tải Và Du Lịch Hồng Đa,"189 Nguyễn Hữu Thọ, Quận Hải Châu, Tp. Đà Nẵng","(0236) 3782782, 0912 46 42 43",http://thuexemientrung.vn,Đà Nẵng
319,Công Ty TNHH Hướng Dẫn Du Lịch Việt Nam,"797 Lê Hồng Phong, P. 12, Q. 10, Tp. Hồ Chí Minh",(08) 38620015,http://www.v-travel.com.vn,Hồ Chí Minh
320,Công Ty TNHH Timur Travel,"69/6/10A Đường Tân Chánh Hiệp 7, KP 10, Phường Tân Chánh Hiệp, Quận 12, Tp. Hồ Chí Minh","0933 777 637, 0903 777 637",http://timurtravel.net,Hồ Chí Minh
321,Công Ty TNHH  Dịch Vụ Và Thương Mại Tùng Lâm,"Liên Trung, Đan Phượng, HN",0983.610.888,,HN
322,Công Ty Cổ Phần Thương Mại Dịch Vụ Du Lịch Việt Á Âu,"299 Trần Bình Trọng, P. 4, Q. 5, Tp. Hồ Chí Minh","(08) 38333738, 38333739, 38333188",http://www.vaetravel.com.vn,Hồ Chí Minh
323,Công Ty TNHH TM & DV Du Lịch Top Global,"235 Trần Phú, P. Phước Ninh, Q. Hải Châu, Tp. Đà Nẵng",(0511) 3654777,http://topglobaltravel.com.vn,Đà Nẵng
324,Công Ty TNHH MTV Du Lịch Và Thương Mại Vĩnh Tường,"Thôn Nội, X. Yên Bình, H. Vĩnh Tường, Vĩnh Phúc",0969 301 596,,Vĩnh Phúc
325,Công Ty TNHH MTV Dịch Vụ Du Lịch Việt Asia,"70 Đinh Tiên Hoàng, P. 1, Q. Bình Thạnh, Tp. Hồ Chí Minh",(08) 35034251,http://vietasiatravel.com,Hồ Chí Minh
326,Trung Tâm Lữ Hành Top Travel,"912 Toà 34T, Hoàng Đạo Thuý, Cầu Giấy, Tp. Hà Nội",(04) 6655 8800,http://toptravel.vn,Hà Nội
327,Khách Sạn Đế Vương ( HANOI IMPERIAL HOTEL ),"Số 44 Hàng Hành, Q. Hoàn Kiếm, Hà Nội",(04) 39335555,http://hanoiimperialhotel.com,Hà Nội
328,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Du Lịch Hoàng Minh Trí,"216 Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh",(028) 39722363,,Hồ Chí Minh
329,Công Ty TNHH Dịch Vụ Và Du Lịch Bốn Bạn,"Số 45B Đường Dân Tộc, P. Tân Thành, Q. Tân Phú, TP. Hồ Chí Minh","(08) 39490963, 62675718",http://dulichbonban.com,Hồ Chí Minh
330,Dịch Vụ Du Lịch Thiên Phúc,"85/106 Phạm Ngũ Lão , P.Thới Bình , Q.Ninh Kiều , Tp.Cần Thơ",0919 133 222,,Thơ
331,Công Ty Du Lịch Hoàng Khởi,"184 Cộng Hòa, Phường 12, Quận Tân Bình, Tp.HCM",(028) 66601616,http://hoangkhoitravel.com,
332,Công Ty TNHH Phát Triển Thương Mại Và Dịch Vụ Du Lịch Nhà Việt,"Số 39, Ngõ 265 Phố Bồ Đề, P. Bồ Đề, Q. Long Biên, Hà Nội",(04) 35372666,http://viethometourist.com,Hà Nội
333,Công Ty TNHH Vận Tải Và Du Lịch Đông Nam,"Số 14 Sông Thao, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh",(08) 66806200,,Hồ Chí Minh
334,Công Ty TNHH Thương Mại Du Lịch Hành Trình Trẻ,"59 Nghĩa Thục, P. 5, Q. 5, Tp. Hồ Chí Minh","(08) 39231185, 38362375",http://dulichhanhtrinhtre.com.vn,Hồ Chí Minh
335,Công Ty TNHH Thương Mại Và Dịch Vụ Vina Hoàng Long,"Số 6/21, Ngách 68, Ngõ 68, Đường Nguyễn Văn Linh, P. Thạch Bàn, Q. Long Biên, Hà Nội","0917 892 866, 0947 892 866",http://vinahoanglong.com,Hà Nội
336,Nhà Xe Anh Kỳ,"Số 100 Lê Văn Hữu, Tổ 21A, Khu vực 5, P. Hải Cảng, Tp. Quy Nhơn, Bình Định",0906 509 799,,Bình Định
337,Công Ty Du Lịch Hội An,"Số 10 Huỳnh Lý, Hội An, Quảng Nam",0935 753 336,http://hoianprivatecar.com,Quảng Nam
338,Công Ty TNHH Vận Tải Và Du Lịch Hải Nam,"Số 31, Tổ 10, P. Thượng Thanh, Q. Long Biên, Hà Nội","(04) 62927086, 38772360",http://xehainam.com/,Hà Nội
339,Công Ty Cổ Phần Đầu Tư Phát Triển Thương Mại Và Du Lịch Goldsun,"Khu HC 15, Nguyễn Tất Thành, P. Liên Bảo, TP Vĩnh Yên, Vĩnh Phúc",(0211) 6335888,http://goldsuntravel.com.vn,Vĩnh Phúc
340,Hợp Tác Xã Vận Tải & Du Lịch Q.10,"58 Ngô Quyền, Phường 5, Quận 10, Tp. Hồ Chí Minh",(08) 38557483,,Hồ Chí Minh
341,Công Ty TNHH ĐT TM DV Du Lịch Thiên Phúc,"137/12 Nguyễn Cư Trinh, P.Nguyễn Cư Trinh, Quận 1, Tp. Hồ Chí Minh",(08) 38373877,http://www.thienphuctravel.vn,Hồ Chí Minh
342,Doanh Nghiệp Tư Nhân Vận Tải Hải Nguyên,"Số 53 Huỳnh Thúc Kháng, Tp.Quy Nhơn, Bình Định",0905 961 447,http://chothuexehainguyen.com,Bình Định
343,Công Ty Cổ Phần Thương Mại Dịch Vụ Du Lịch Hiền Thảo,"511 Nguyễn Trãi, P. 7, Q. 5, Tp. Hồ Chí Minh",(08) 39520379,http://chothuexehienthao.com,Hồ Chí Minh
344,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch 777,"144 Đường số 9, Phường Tân Phú, Quận 7, Tp. Hồ Chí Minh",0917 775 560,,Hồ Chí Minh
345,Công Ty TNHH Du Lịch Và Thương Mại Sông Hồng,"68 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân, TP Hà Nội (TPHN)","(024) 35569999, 0983 835 858",https://www.redriverco.com,Hà Nội
346,Công Ty Cổ Phần Đào Tạo Và Du Lịch Quốc Tế Hà Thành,"Số 15 Ngõ 520 Xã Đàn, P. Nam Đồng, Q. Đống Đa, Hà Nội",(04) 37938085,http://hathanhtravel.com/,Hà Nội
347,Trung Tâm Dịch Vụ Du Lịch 727,"153 Xô Viết Nghệ Tĩnh, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh",(08) 38402288,http://727travel.com.vn,Hồ Chí Minh
348,Công Ty Cổ Phần Đầu Tư Thương Mại Du Lịch Vận Tải Và Tài Chính Châu Á - VP Xe Hoàng Quân,"Số 2 Trúc Khê, Q. Đống Đa, Hà Nội",(04) 66836607,http://thuexehoangquan.com/,Hà Nội
349,Công Ty TNHH Thương Mại Và Du Lịch Linh An,"Phòng 810, CT2A, KĐT Mỹ Đình 2, Đường Lê Đức Thọ, Tp. Hà Nội (TPHN)","(024) 37872133, 0948 331 369",http://xelinhan.vn,Hà Nội
350,Công Ty Cổ Phần Du Lịch Quốc Tế Mở Hạ Long,"CT2, 12A16, Greenbay, P. Hùng Thắng, Tp. Hạ Hong, Quảng Ninh",(033) 2460038,http://sunshinehalong.com,Quảng Ninh
351,Công Ty CP Đầu Tư TM Du Lịch Vận Tải & Tài Chính Châu Á – Văn Phòng Cho Thuê Xe Hoàng Quân,"Số 17 Đường Trung Yên 12, KĐT Trung Yên, Cầu Giấy, Hà Nội",(04) 66836607,http://thuexehoangquan.com,Hà Nội
352,Công Ty TNHH Dịch Vụ Du Lịch Phượng Hoàng,"176 Đinh Bộ Lĩnh, P. 26, Quận Bình Thạnh, Tp. Hồ Chí Minh",(08) 35059835,http://www.phuonghoangtourist.com.vn,Hồ Chí Minh
353,Công Ty TNHH MTV Thành Khánh Đạt,"241 Nguyễn Công Hoan, P. Hoà Khánh Nam, Q. Cẩm Lệ, TP. Đà Nẵng","0935.057.797, 0981.742.145, 0905.021.244",http://mientrungtravel.com,Đà Nẵng
354,Công Ty TNHH MTV TM Và DV Du Lịch Thanh Bình,"1207/55-57 Phú Riềng Đỏ, P.Tân Phú, TX. Đồng Xoài, Bình Phước",(0651) 3866579,,Bình Phước
355,Công Ty TNHH MTV Du Lịch Miền Đất Á (ASIATRAVELLAND),"35 Chu Văn An, P. Phú Hội, Tp. Huế, Thừa Thiên-Huế","(054) 3840888, 3844844",http://www.asiatravelland.com,Thừa Thiên-Huế
356,Công Ty TNHH Du Lịch Quốc Tế Ánh Sao Mới,"Số 365 Bạch Đằng, Phường Chương Dương, Quận Hoàn Kiếm, Tp. Hà Nội",(04) 39981323,http://dulichanhsaomoi.com,Hà Nội
357,Công Ty TNHH Thương Mại Và Dịch Vụ Kha Trần,"F50 Đường số 6, Khu đô thị mới An Cựu City, Phường An Đông, Tp.Huế, Thừa Thiên, Huế",0327076789 - 0975 035 037,https://thuexekhatran.com,Huế
358,Công Ty TNHH Thương Mại Dịch Vụ Phú An Khang,"195/15 Xô Viết Nghệ Tỉnh, Phường 17, Q. Bình Thạnh, TP. Hồ Chí Minh (TPHCM)",(028) 38982584,http://phuankhang.vn,Hồ Chí Minh
